stimulus,question,views,size,grid,mode,examples,grammar,truth,parsed,correct,ms,said
one-ball,parts,one,96,32,separate,6,false,1,1,true,10074,"1"
one-ball,floating,one,96,32,separate,6,false,no,no,true,10131,"No"
one-capped,parts,one,96,32,separate,6,false,1,1,true,10141,"1"
one-capped,floating,one,96,32,separate,6,false,no,no,true,10164,"No"
two-floor,parts,one,96,32,separate,6,false,2,2,true,10157,"2"
two-floor,floating,one,96,32,separate,6,false,no,no,true,10172,"No"
two-air,parts,one,96,32,separate,6,false,2,2,true,10164,"2"
two-air,floating,one,96,32,separate,6,false,yes,yes,true,15727,"Yes. The top cube is not touching the bottom cube or the ground — it appears to "
two-air-side,parts,one,96,32,separate,6,false,2,2,true,10327,"2"
two-air-side,floating,one,96,32,separate,6,false,yes,yes,true,8235,"Yes"
three-floor,parts,one,96,32,separate,6,false,3,3,true,10343,"3"
three-floor,floating,one,96,32,separate,6,false,no,no,true,10943,"No"
three-one-air,parts,one,96,32,separate,6,false,3,3,true,10945,"3"
three-one-air,floating,one,96,32,separate,6,false,yes,unparsed,false,23002,"Yes. In the three-quarter view shown, there are three separate cube-like blocks "
three-two-air,parts,one,96,32,separate,6,false,3,3,true,8231,"3"
three-two-air,floating,one,96,32,separate,6,false,yes,yes,true,18288,"Yes. In the provided view, there are two spherical shapes that appear to be floa"
four-floor,parts,one,96,32,separate,6,false,4,3,false,6526,"3"
four-floor,floating,one,96,32,separate,6,false,no,yes,false,19953,"Yes. In the provided view, there is a cube positioned above the central pillar t"
four-one-air,parts,one,96,32,separate,6,false,4,2,false,8162,"2"
four-one-air,floating,one,96,32,separate,6,false,yes,yes,true,7563,"Yes. The cube at the back is elevated and not connected to the other cubes — it "
four-two-air,parts,one,96,32,separate,6,false,4,4,true,11551,"4"
four-two-air,floating,one,96,32,separate,6,false,yes,yes,true,24508,"Yes. In the provided image, there are four separate cubes that do not touch each"
mark-front-a,mark,one,96,32,separate,6,false,front,left,false,6601,"left"
mark-front-b,mark,one,96,32,separate,6,false,front,front,true,6513,"front"
mark-back-a,mark,one,96,32,separate,6,false,back,front,false,10127,"front"
mark-back-b,mark,one,96,32,separate,6,false,back,front,false,10040,"front"
mark-left-a,mark,one,96,32,separate,6,false,left,front,false,939,"front"
mark-left-b,mark,one,96,32,separate,6,false,left,front,false,947,"front"
mark-right-a,mark,one,96,32,separate,6,false,right,right,true,10288,"right"
mark-right-b,mark,one,96,32,separate,6,false,right,right,true,10292,"right"
